vehicle1.identifier,vehicle1.trajectory,vehicle2.identifier,vehicle2.trajectory,vehicle3.identifier,vehicle3.trajectory,vehicle4.identifier,vehicle4.trajectory,vehicle5.identifier,vehicle5.trajectory,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,occultants.solid_level,occultants.semi_transparent_level,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
10,6,12,3,7,4,5,3,10,0,0.111315,0.00448103,0.99441,0.790609,0.505168,0.559991,0.503394,0.116684,0.289548,0,0,0,0,119.201,44.511,140.354,27.814,140.088,28.4753,0,0,0,0,0,0,0
2,5,7,1,9,4,0,1,11,6,0.176004,0.0348808,0.459292,0.067691,0.887081,0.415435,0.418065,0.0866974,0.0060233,0,0,0,0,153.9,77.0782,142.931,31.2325,113.12,2.37945,0,0,0,0,0,0.854568,1
3,0,2,6,13,2,12,5,3,4,0.169746,0.118433,0.0860145,0.155935,0.294725,0.526951,0.797053,0.378426,0.0917614,0,0,0,0,133.047,25.7631,130.681,27.6692,130.615,30.0398,0,0,0,0,0,0,0
6,4,3,1,0,2,2,4,11,3,0.0218609,0.112799,0.524319,0.931181,0.377938,0.621898,0.771179,0.320825,0.153792,0,0,0,0,146.47,3.1056,116.726,28.2044,136.262,10.8011,0,0,0,0,0,0,0
2,3,6,2,8,6,5,7,2,3,0.495465,0.192614,0.86749,0.594193,0.0264613,0.57881,0.751556,0.185147,0.175334,0,0,0,0,161.196,55.9589,137.758,26.6292,134.126,3.27008,0,0,0,0,0,0,0
14,5,12,5,12,2,1,6,6,0,0.0396906,0.034504,0.983759,0.0676799,0.436596,0.198458,0.677814,0.0656926,0.201985,0,0,0,0,129.295,33.0396,124.987,25.0079,124.265,4.1816,0,0,0,0,0,0,0
14,4,2,3,1,5,8,6,13,7,0.439271,0.07405,0.813477,0.752042,0.132194,0.494994,0.669135,0.260151,0.0296594,0,0,0,0,112.487,19.6485,137.456,27.023,133.765,21.7958,0,0,0,0,0.856465,0,0
0,5,3,4,12,4,0,5,2,5,0.423201,0.202268,0.185303,0.265981,0.953075,0.963827,0.709519,0.456135,0.183497,0,0,0,0,154.446,35.0455,141.111,29.3447,130.087,24.8906,0,0,0,0,0,0,0
1,1,7,2,12,6,7,2,4,4,0.0637586,0.157492,0.405991,0.0613182,0.865302,0.798957,0.160243,0.444795,0.0304363,0,0,0,0,150.66,48.0561,129.242,17.8693,114.023,25.862,0,0,0,0,0.309527,0,0
14,7,10,3,11,3,0,0,6,1,0.393062,0.0190063,0.607196,0.564213,0.360036,0.424398,0.623927,0.0651427,0.136698,0,0,0,0,110.389,26.3575,130.516,2.52177,124.459,6.62251,0,0,0,0,0.303343,0,0
0,5,2,1,1,4,2,7,4,0,0.0691089,0.123243,0.400786,0.844848,0.400698,0.365408,0.430461,0.603634,0.0411632,0,0,0,0,141.334,39.9965,115.882,15.9038,115.27,1.57143,0,0,0,0.906929,0,0,0
6,7,9,6,0,1,15,7,11,7,0.0152956,0.122834,0.182708,0.323805,0.584949,0.595039,0.776763,0.517896,0.83023,0,0,0,0,158.603,93.0519,136.981,29.6606,121.438,24.112,0,0,0,0,0,0,0
5,2,13,7,8,1,13,6,14,0,0.318554,0.07884,0.169924,0.188125,0.956774,0.582531,0.514036,0.158508,0.0189158,0,0,0,0,98.1914,79.175,132.037,21.0852,113.601,26.6147,0,0,0,0,0,0,0
7,3,15,4,3,6,8,5,7,6,0.18661,0.00356285,0.98919,0.417862,0.0616503,0.703985,0.749128,0.0350765,0.215508,0,0,0,0,81.5097,51.5508,129.283,9.0982,133.397,10.0324,0,0,0.485402,0,0,0,0
1,0,1,4,13,1,8,4,11,1,0.501277,0.0226855,0.323715,0.331277,0.489235,0.769932,0.906313,0.137439,0.0725807,0.0382276,0,0,0,111.343,89.2158,133.647,0.551239,116.548,25.7594,0,0,0,0,0,0,0
11,6,8,0,7,0,0,6,10,2,0.378013,0.000300169,0.64943,0.47714,0.00343382,0.757107,0.926219,0.0648401,0.153058,0.12031,0,0,0,80.7563,81.723,142.989,21.2373,126.886,13.5959,0,0,0,0,0,0,0
4,4,4,5,8,7,10,4,8,7,0.316604,0.00246702,0.742877,0.769862,0.541813,0.682887,0.546322,0.000304148,0.145083,0,0,0,0,126.386,65.9815,127.82,30.3038,125.372,17.2079,0,0,0,0,0,0,0
0,3,8,7,13,5,14,0,14,3,0.0152141,0.122488,0.156587,0.421017,0.0119653,0.0587122,0.24244,0.13747,0.0767444,0,0,0,0,154.624,17.9837,135.251,17.4159,137.982,3.42162,0,0,0,0.699861,0,0,0
5,5,4,6,11,0,15,7,0,5,0.698935,0.0011297,0.334468,0.845738,0.567274,0.0716149,0.718552,0.743872,0.616334,0,0,0,0,167.913,59.5623,142.336,17.9066,112.197,15.6152,0,0,0,0.504217,0,0,0
12,7,14,6,10,5,2,5,2,4,0.0793544,0.316551,0.445597,0.135797,0.818777,0.690818,0.603554,0.0124579,0.346707,0,0,0,0,169.692,31.6302,116.718,31.6649,125.439,27.5692,0,0,0,0,0,0,0
9,1,1,2,6,1,8,6,3,6,0.151735,0.0510913,0.732824,0.14974,0.332007,0.338827,0.256315,0.10583,0.0296903,0,0,0,0,97.7235,82.3395,132.128,8.1504,128.135,16.5452,0,0,0,0,0,0,0
14,5,4,0,7,6,6,2,13,5,0.218154,0.260846,0.0899848,0.126519,0.453695,0.817494,0.222757,0.016567,0.0121788,0,0,0,0,150.521,83.9707,113.334,17.8504,133.703,25.4684,0,0,0,0,0,0,0
0,4,9,3,11,0,7,4,15,0,0.40889,0.0531982,0.140855,0.191448,0.813849,0.220841,0.807836,0.311308,0.429642,0,0,0,0,159.16,20.6463,119.785,14.0498,131.14,13.1833,0,0,0,0,0,0,0
7,5,6,2,2,6,10,3,5,0,0.563177,0.153347,0.665054,0.305066,0.832171,0.5458,0.626915,0.248306,0.00120443,0,0,0,0,104.846,83.679,139.474,8.93221,138.472,23.0381,0,0,0,0,0,0,0
7,5,14,3,5,3,13,0,4,0,0.468159,0.785557,0.111451,0.592071,0.146193,0.351734,0.922039,0.0632033,0.0612824,0.0896072,0,0,0,115.654,7.74967,135.777,4.01796,141.487,30.7041,0,0,0,0,0,0,0
7,5,8,7,0,6,6,3,8,3,0.309834,0.198571,0.829845,0.970546,0.342557,0.817945,0.453288,0.133323,0.111619,0,0,0,0,107.778,31.5967,126.902,9.98866,143.77,17.7595,0,0,0.589844,0,0,0,1
8,4,11,4,6,3,9,4,3,3,0.0390609,0.0197519,0.617142,0.941194,0.68935,0.784426,0.873271,0.228974,0.0149965,0,0,0,0,110.447,58.0934,114.405,2.86721,136.99,11.0088,0,0,0,0,0.42657,0,0
7,3,2,5,10,3,4,3,5,0,0.33363,0.361926,0.813212,0.224285,0.18104,0.653865,0.746927,0.787857,0.101515,0,0,0,0,147.982,57.313,112.976,25.1366,135.983,28.6743,0,0,0.546103,0,0,0,0
0,1,3,7,3,7,2,2,3,7,0.182842,0.00349723,0.624363,0.328945,0.883596,0.0510118,0.57234,0.620883,0.0340168,0,0,0,0,132.234,87.2383,115.381,5.9976,132.614,14.1547,0,0,0,0,0.161535,0,0
9,7,1,7,14,7,7,7,8,4,0.0348525,0.00387732,0.454132,0.792055,0.903578,0.60064,0.309443,0.0449612,0.155289,0,0,0,0,95.8028,41.7423,121.518,13.1205,114.442,10.6853,0,0,0,0,0,0,0
2,4,3,6,6,2,3,5,1,4,0.416748,0.0620696,0.857469,0.822379,0.481175,0.710796,0.705751,0.187256,0.356082,0,0,0,0,112.748,60.4965,120.958,29.6543,128.678,24.1813,0,0,0,0,0,0,0
0,6,4,6,13,6,8,7,15,3,0.0247996,0.0402514,0.115499,0.351805,0.00456195,0.350032,0.347877,0.0045639,0.0240127,0,0,0,0,175.34,27.7541,142.07,1.21424,131.72,14.5541,0,0,0,0,0,0.680729,1
11,3,1,0,2,7,13,7,6,5,0.04252,0.371798,0.745381,0.10805,0.897621,0.645696,0.540527,0.173647,0.588853,0,0,0,0,175.882,46.1799,126.747,30.2319,132.292,6.42277,0,0,0,0,0,0,0
4,0,6,4,13,3,0,1,15,6,0.179616,0.0763939,0.202926,0.959779,0.456102,0.713689,0.956816,0.620906,0.200431,0.00580143,0,0,0,137.466,33.3392,134.922,13.3869,134.674,16.9841,0,0,0,0,0,0,0
6,0,3,5,6,2,9,2,2,0,0.00515841,0.00734207,0.503308,0.0748028,0.665429,0.422171,0.706963,0.301024,0.169297,0,0,0,0,102.548,22.3283,131.706,7.60011,120.828,21.2758,0,0,0.624013,0,0,0,1
6,0,13,3,3,0,9,2,1,0,0.0779341,0.223553,0.242439,0.354068,0.211951,0.987449,0.91274,0.527268,0.133945,0.311086,0,0,0,97.3078,25.4217,119.944,28.044,120.423,30.9618,0,0,0,0,0,0,0
0,0,12,4,9,6,15,1,0,3,0.132039,0.202167,0.513972,0.361927,0.252339,0.216508,0.904094,0.272037,0.450645,0.0425549,0,0,0,146.866,84.9083,131.191,8.70445,122.72,18.1399,0,0,0,0.656446,0,0,0
7,3,4,2,7,2,15,6,11,2,0.396088,0.0371282,0.502575,0.905987,0.951414,0.780448,0.558057,0.0582397,0.0126565,0,0,0,0,157.292,40.9994,138.94,13.8207,112.463,11.7183,0,0.656632,0,0,0,0,0
11,4,7,6,8,4,10,5,14,0,0.0916697,0.0667101,0.285912,0.231847,0.559911,0.418039,0.283799,0.0557925,0.0710576,0,0,0,0,138.978,54.4541,113.089,9.86133,134.471,25.5272,0,0,0,0,0,0,0
15,1,4,0,8,3,9,5,13,1,0.00929049,0.107073,0.85337,0.0704466,0.919227,0.204073,0.707558,0.638981,0.147836,0,0,0,0,97.3437,52.6688,112.412,18.4275,115.419,20.4045,0,0,0,0,0,0,0
10,1,15,0,11,0,0,3,15,7,0.0171691,0.00110008,0.314255,0.751099,0.793578,0.587337,0.782262,0.224575,0.14661,0,0,0,0,172.494,51.731,142.712,13.177,119.438,15.8208,0,0,0,0,0,0.460402,0
12,5,11,6,10,0,1,6,11,2,0.195765,0.0312634,0.425446,0.686486,0.472251,0.310558,0.769494,0.0171963,0.139001,0,0,0,0,156.665,28.1767,115.031,9.58252,124.492,30.2734,0,0,0,0,0,0,0
15,0,7,5,1,0,12,2,7,5,0.00843278,0.0266836,0.382755,0.475745,0.442548,0.0613597,0.646462,0.122425,0.00253946,0,0,0,0,93.4544,59.2508,126.744,23.0295,139.201,21.4489,0,0,0,0,0,0,0
14,6,9,3,4,1,10,2,9,7,0.148431,0.00429387,0.782995,0.0882459,0.753105,0.90876,0.837771,0.0181404,0.285511,0,0,0,0,159.906,49.9672,131.981,13.8462,122.617,24.4033,0,0,0,0,0,0,0
6,2,7,7,5,0,5,7,13,7,0.0866023,0.365991,0.0654199,0.0136145,0.921313,0.569571,0.757505,0.157104,0.06626,0,0,0,0,107.148,84.1522,138.661,30.8388,129.846,6.05079,0,0.395453,0.664252,0,0.315395,0,0
6,4,2,7,4,4,13,4,14,4,0.0399568,0.0318913,0.573207,0.648775,0.32136,0.469052,0.538479,0.145358,0.139274,0,0,0,0,156.144,90.3694,112.768,23.2517,116.462,27.6123,0,0,0.235837,0,0,0,0
4,2,15,6,12,6,4,0,1,5,0.217994,0.0574541,0.238913,0.646772,0.276424,0.507494,0.462175,0.010369,0.0220989,0,0,0,0,131.662,56.4327,116.919,29.571,125.725,31.0165,0,0,0,0,0,0,0
3,3,9,2,10,2,2,6,4,1,0.0825012,0.0474157,0.544836,0.305051,0.961092,0.280721,0.991496,0.305177,0.167154,0.0735609,0,0,0,84.4032,92.786,114.601,18.3504,134.532,22.1849,0,0,0,0,0,0,0
3,3,2,0,13,2,5,0,10,0,0.0675995,0.050796,0.91076,0.0408937,0.0785058,0.513786,0.79536,0.721218,0.104369,0,0,0,0,83.7696,60.082,114.062,28.4756,142.927,31.3815,0,0,0,0,0,0,0
8,4,8,0,14,1,13,2,11,3,0.593051,0.209225,0.965174,0.789031,0.177841,0.765371,0.804945,0.147591,0.319802,0,0,0,0,134.785,80.5792,137.068,6.94185,130.597,17.1225,0,0,0,0,0,0,0
7,2,15,3,12,3,2,2,12,5,0.0507018,0.0170792,0.215352,0.0718799,0.759605,0.8141,0.787409,0.00178518,0.942535,0,0,0,0,169.697,42.6241,132.3,13.0259,113.353,12.2644,0,0,0,0,0,0,0
11,6,14,7,14,0,9,2,5,4,0.0850635,0.0362553,0.567523,0.522147,0.29721,0.103279,0.634213,0.00767353,0.400102,0,0,0,0,120.42,29.5895,143.287,7.53812,141.97,29.1685,0,0,0,0,0,0,0
3,3,13,4,6,4,4,6,5,3,0.548975,0.212747,0.503957,0.63432,0.723535,0.215666,0.888802,0.0041248,0.0226569,0,0,0,0,139.12,0.686702,132.192,31.8237,138.907,18.5449,0,0,0,0,0,0,0
3,1,15,3,3,2,12,1,0,6,0.0191363,0.012623,0.839029,0.92059,0.0433784,0.00319671,0.255605,0.156758,0.163482,0,0,0,0,161.014,43.4445,123.856,20.1293,114.319,27.7003,0,0,0,0,0,0,0
7,6,6,4,7,7,8,2,0,0,0.0720677,0.0929122,0.92153,0.707566,0.484241,0.709739,0.129173,0.0265136,0.00390091,0,0,0,0,148.469,57.0939,124.544,12.3752,119.365,10.4426,0,0,0,0,0,0,0
12,7,12,2,6,4,11,4,12,7,0.0745848,0.0174685,0.0476151,0.235382,0.760064,0.199119,0.764116,0.091988,0.142374,0,0,0,0,95.5779,40.0369,133.237,9.26019,139.995,17.2034,0,0,0,0,0,0,0
11,1,2,5,14,7,11,1,9,4,0.504494,0.0924826,0.288157,0.325584,0.815011,0.155386,0.146778,0.101424,0.392188,0,0,0,0,135.455,12.1344,116.503,0.735659,121.664,29.386,0,0,0,0,0,0,0
2,1,0,0,3,2,7,5,13,5,0.229218,0.00586858,0.557355,0.00568609,0.555783,0.402856,0.442805,0.255955,0.377604,0,0,0,0,87.5539,62.8196,118.914,11.8722,140.645,25.513,0,0,0,0,0,0,0
10,0,10,6,10,3,13,7,5,3,0.445163,0.0632697,0.614125,0.282268,0.447104,0.783285,0.188158,0.663647,0.636559,0,0,0,0,169.97,81.2355,120.847,6.6066,114.901,26.6484,0,0,0,0,0,0,0
6,0,7,6,14,1,3,3,0,6,0.143369,0.0715375,0.245055,0.739532,0.293733,0.775718,0.719819,0.0581799,0.0262768,0,0,0,0,148.514,19.5869,128.484,6.89206,135.989,26.7941,0,0,0,0,0,0,0
11,7,2,5,3,0,0,5,9,0,0.206826,0.0108286,0.670539,0.25309,0.668708,0.357826,0.107229,0.227844,0.0209508,0,0,0,0,116.756,64.9934,122.176,0.152001,121.451,25.8703,0,0,0,0,0,0,0
13,1,7,5,2,5,11,5,9,5,0.0037646,0.296016,0.518971,0.660688,0.389188,0.313203,0.68862,0.0050563,0.0858653,0,0,0,0,134.017,62.5425,125.62,0.818609,125.67,22.0812,0,0,0,0,0.590926,0,0
0,4,14,7,6,3,9,3,8,5,0.376564,0.0675475,0.473008,0.770605,0.322614,0.889787,0.959643,0.466001,0.13263,0.332953,0,0,0,102.68,77.3056,122.231,29.8204,140.622,10.1597,0,0,0,0,0,0,0
11,2,15,5,10,2,10,1,10,7,0.0995582,0.0253707,0.360501,0.879365,0.684091,0.604695,0.345914,0.257086,0.074423,0,0,0,0,83.9187,5.66269,116.598,28.0002,122.062,2.40395,0,0,0,0,0,0,0
3,6,8,4,12,7,1,3,4,6,0.0328109,0.0102052,0.886344,0.324444,0.706614,0.784857,0.951533,0.400772,0.146824,0.33127,0,0,0,140.092,18.6439,130.024,26.8159,129.041,16.9751,0,0,0,0,0,0,0
14,0,3,2,1,5,11,2,15,4,0.256561,0.127752,0.965556,0.852042,0.272858,0.198285,0.523711,0.000889593,0.177208,0,0,0,0,92.0417,63.7948,128.992,27.1148,133.714,16.1287,0,0,0,0,0,0,0
1,1,7,7,6,5,13,0,12,6,0.0433156,0.0906126,0.61612,0.43517,0.361282,0.193503,0.43762,0.0530111,0.0219718,0,0,0,0,97.4261,68.4185,129.001,11.5358,117.548,19.4505,0,0,0,0,0,0,0
2,6,14,4,5,1,13,7,5,4,0.323775,0.000102554,0.752818,0.487636,0.109266,0.615814,0.872297,0.090265,0.0522844,0,0,0,0,131.656,43.6027,142.895,16.8841,136.164,8.58471,0,0,0,0,0,0,0
12,7,11,4,15,0,8,7,2,0,0.161876,0.0028188,0.728807,0.650274,0.321717,0.527753,0.625998,0.220878,0.204506,0,0,0,0,128.008,48.2121,143.489,29.667,127.948,17.7575,0,0,0,0,0,0,0
10,2,3,4,12,3,2,0,5,1,0.0326955,0.000171584,0.0356139,0.328582,0.115578,0.49598,0.442854,0.0220053,0.0197027,0,0,0.416812,0,155.814,56.6375,130.99,0.0575389,142.31,20.6022,0,0,0,0,0,0,0
15,0,12,3,12,6,8,7,14,2,0.0297509,0.0911169,0.188506,0.0999085,0.122556,0.906077,0.537781,0.160521,0.00996794,0,0,0,0,125.507,86.4465,119.557,24.2195,112.603,30.6751,0,0,0,0,0,0,0
0,3,5,2,0,5,1,2,6,1,0.0338134,0.00473009,0.883676,0.183594,0.316929,0.309769,0.9987,0.0322963,0.334739,0.068303,0,0,0,96.1434,52.7147,117.505,18.6612,136.916,28.7687,0,0,0,0,0,0,0
11,6,13,3,14,7,15,0,13,2,0.208839,0.0117442,0.499374,0.338248,0.544653,0.813532,0.843362,0.419018,0.0794308,0,0,0,0,129.292,82.5181,119.823,20.9893,134.382,1.5467,0,0,0,0.461952,0.847114,0,0
12,5,0,5,3,5,8,1,3,7,0.00117872,0.112787,0.86919,0.0784113,0.392078,0.280823,0.874712,0.0271994,0.798057,0,0,0,0,123.421,54.1255,139.653,0.869822,128.981,7.04075,0,0,0,0,0,0,0
12,6,9,0,11,6,10,2,8,0,0.0477221,0.0609322,0.805259,0.145622,0.415383,0.659944,0.945717,0.0813233,0.0988131,0.28945,0,0,0,99.1193,5.43909,142.35,11.2902,118.812,16.2217,0,0,0,0,0,0,0
3,1,8,4,11,7,4,5,2,7,0.127793,0.0360433,0.211382,0.382029,0.150129,0.400186,0.999884,0.690381,0.539659,0.0778637,0,0,0,134.652,57.4587,115.11,2.24251,114.482,24.3922,0,0,0,0,0,0,0
1,0,0,0,8,6,14,7,2,7,0.699804,0.0232654,0.309489,0.984296,0.621541,0.819831,0.426455,0.141362,0.208532,0,0,0,0,149.01,0.211136,122.092,21.5306,126.287,18.2313,0,0,0,0,0,0,0
7,3,9,5,11,0,11,2,1,0,0.109928,0.0872182,0.221421,0.998438,0.302228,0.651021,0.936639,0.031409,0.0160109,0.376645,0,0,0,146.615,67.838,113.281,26.345,142.303,17.2816,0,0,0,0,0,0,0
11,3,4,4,11,5,3,7,12,6,0.0800711,0.0556392,0.975426,0.71209,0.285195,0.969345,0.75195,0.0141335,0.4637,0,0,0,0,127.716,41.3715,128.225,31.4454,136.726,28.2425,0,0.303642,0,0,0,0,0
11,0,6,1,14,4,7,3,6,2,0.653779,0.00243738,0.0857934,0.607638,0.182922,0.910325,0.888462,0.182805,0.176967,0,0,0,0,157.129,14.4861,134.005,1.2654,142.091,26.0318,0,0,0,0,0,0,0
15,6,5,4,7,7,6,5,0,7,0.0487163,0.0489857,0.8303,0.341046,0.110503,0.270237,0.710745,0.115152,0.0622979,0,0,0,0,107.734,86.5426,141.076,18.3552,143.63,25.0217,0,0,0,0,0,0,0
6,0,14,0,14,3,6,6,3,6,0.0303506,0.0560614,0.161521,0.00578933,0.983167,0.669481,0.387468,0.321521,0.0312826,0,0,0,0,92.7698,68.0663,141.633,19.2432,113.136,13.944,0,0,0,0.258937,0,0,0
10,0,6,3,1,4,13,1,7,7,0.0326543,0.189423,0.812453,0.00225595,0.304897,0.00497384,0.641649,0.305498,0.526637,0,0,0,0,145.756,85.0406,140.539,14.8738,132.297,24.346,0,0,0,0,0,0,0
11,4,8,1,13,7,5,4,12,4,0.0268176,0.0302215,0.442643,0.154652,0.556907,0.810935,0.326798,0.397942,0.624856,0,0,0,0,152.628,15.866,139.425,4.9965,124.445,28.9856,0,0,0,0,0,0,0
9,1,8,7,11,7,1,4,2,1,0.110498,0.0477589,0.5841,0.372685,0.889202,0.225134,0.828569,0.234628,0.0623913,0,0,0,0,152.96,3.24414,119.659,30.7157,112.207,13.7703,0,0,0.770088,0,0,0,0
2,6,1,1,13,4,12,2,5,3,0.141618,0.0397747,0.177268,0.748933,0.30793,0.202192,0.40649,0.132438,0.11677,0,0,0,0,94.0078,10.4294,133.158,30.6987,133.226,12.2651,0,0,0,0,0,0,0
12,1,2,2,13,7,2,1,8,6,0.412778,0.0697707,0.444748,0.625138,0.0787734,0.770895,0.217713,0.563839,0.168153,0,0,0,0,85.2069,67.1763,135.069,1.71529,128.429,23.7805,0,0,0,0,0,0,0
9,5,13,4,13,2,5,3,11,6,0.621212,0.215973,0.976694,0.796439,0.767714,0.638239,0.954901,0.136227,0.296216,0.393116,0,0,0,119.036,44.4656,124.793,0.716076,132.811,1.14497,0,0.845618,0,0,0,0,0
13,3,5,4,15,5,14,4,5,6,0.305491,0.00526479,0.555732,0.747528,0.448732,0.777747,0.825859,0.112853,0.587536,0,0,0,0,99.7369,72.9952,130.393,2.13348,112.642,24.6888,0,0,0.262621,0,0,0,0
11,1,7,5,2,4,0,6,15,6,0.360991,0.228261,0.773395,0.225925,0.297663,0.214088,0.808055,0.174332,0.0119509,0,0,0,0,137.377,17.125,125.357,30.9658,132.434,6.79076,0,0,0,0.541204,0,0,0
6,5,11,6,11,5,6,6,5,4,0.123722,0.034172,0.326235,0.398219,0.327128,0.0634439,0.521015,0.472317,0.0708075,0,0,0,0,95.4841,37.7015,135.107,1.4277,123.569,22.0541,0,0,0,0,0,0,0
6,7,2,5,1,6,11,6,5,1,0.219617,0.0346021,0.851653,0.897829,0.858788,0.329611,0.715104,0.156225,0.338268,0,0,0,0,165.624,21.3385,138.671,29.1773,115.616,6.66461,0,0,0,0,0,0,0
10,4,4,6,2,1,14,6,11,0,0.126416,0.00778885,0.974024,0.815303,0.591109,0.0181656,0.674335,0.0726928,0.0130908,0,0,0,0,89.5313,24.0652,117.319,11.3468,133.007,29.686,0,0,0,0,0,0,0
13,0,9,4,13,0,2,7,15,0,0.283125,0.00533256,0.198724,0.391154,0.744127,0.630486,0.562317,0.32662,0.239252,0,0,0,0,144.48,1.17425,130.426,2.88908,126.373,22.2378,0,0,0.69765,0.746385,0,0,1
9,6,6,4,0,0,12,5,13,0,0.0104297,0.0939812,0.906184,0.501881,0.957694,0.656592,0.703548,0.178025,0.228429,0,0,0,0,143.23,59.3664,125.344,11.2131,115.614,20.3973,0,0,0,0,0,0,0
3,0,5,2,14,4,1,4,1,5,0.536878,0.134648,0.0130246,0.911754,0.987867,0.517903,0.92831,0.150608,0.506086,0.0651229,0,0,0,142.137,27.081,113.143,26.7174,135.667,20.3582,0,0,0,0,0,0,0
12,7,1,0,7,2,3,0,3,1,0.224883,0.0387669,0.949132,0.967538,0.216224,0.711265,0.765425,0.0256612,0.402101,0,0,0,0,92.4292,56.3092,120.223,4.16799,133.319,11.5954,0.278217,0,0,0,0,0,1
12,4,3,1,12,7,3,2,11,3,0.673861,0.02845,0.453008,0.902017,0.910216,0.153352,0.913961,0.400946,0.0742375,0.184055,0,0,0,161.978,73.7507,115.672,2.25409,113.13,5.76857,0,0,0,0,0,0,0
11,5,13,7,8,0,12,4,8,7,0.0886482,0.150004,0.680177,0.512059,0.593334,0.272663,0.0951808,0.0111898,0.2365,0,0,0,0,89.4806,12.3942,114.646,7.02754,121.437,29.203,0,0,0,0,0,0,0
12,7,0,6,8,5,13,2,4,3,0.106264,0.0992255,0.752263,0.954099,0.0528209,0.950688,0.863021,0.0325112,0.367951,0,0,0,0,156.57,7.93108,123.905,25.4321,112.96,7.45994,0.809498,0,0,0,0,0,1
13,6,10,0,6,2,4,3,3,4,0.0465417,0.120991,0.745385,0.322777,0.608319,0.200914,0.921891,0.374301,0.48335,0.237614,0,0,0,148.909,82.349,130.004,3.23865,125.4,6.44439,0,0,0.660138,0,0,0,1
11,2,5,0,8,6,3,4,15,0,0.557134,0.0574024,0.932689,0.158283,0.608268,0.424159,0.742649,0.0578383,0.129838,0,0,0,0,156.573,48.3419,141.876,14.882,130.031,11.0211,0,0,0.833055,0,0,0,1
5,7,14,7,3,2,2,4,0,3,0.172992,0.0251905,0.572065,0.604071,0.967704,0.605801,0.886496,0.777278,0.529376,0,0,0,0,121.098,67.393,122.708,4.15466,121.148,3.14868,0,0,0.783535,0,0,0,1
0,3,7,7,13,5,4,0,1,1,0.0592825,0.18634,0.836747,0.86253,0.117055,0.247034,0.700823,0.061936,0.0721289,0,0,0,0,149.922,73.6329,127.66,1.25107,127.813,15.2157,0,0,0.709178,0,0,0,0
3,1,15,3,1,4,0,6,11,0,0.0684641,0.128979,0.380842,0.357847,0.381002,0.893652,0.961376,0.00251659,0.1821,0.371969,0,0,0,175.662,93.6834,137.522,27.01,138.871,14.2641,0,0,0,0,0,0,0
1,5,7,3,2,6,7,1,4,0,0.592702,0.340089,0.516,0.372779,0.21695,0.541721,0.715359,0.324868,0.0262631,0,0,0,1,170.59,70.2551,133.873,7.43192,132.089,7.59513,0,0,0,0,0,0,0
8,2,1,5,2,3,3,7,5,1,0.145281,0.136603,0.522168,0.964155,0.687723,0.171017,0.813833,0.0389936,0.114916,0,0,0,0,144.198,58.0701,117.878,6.57141,133.648,12.782,0,0,0,0,0,0,0
5,3,2,1,3,5,15,1,3,4,0.237962,0.343771,0.719849,0.240277,0.848521,0.537972,0.334108,0.0630343,0.259898,0,0,0,0,150.517,93.4887,128.487,12.5909,140.69,23.7491,0,0,0,0,0,0,0
12,6,4,4,6,0,14,7,3,2,0.565066,0.00204943,0.285262,0.609244,0.688687,0.196927,0.326345,0.629845,0.736667,0,0,0,0,159.531,38.8593,136.386,23.4213,130.875,11.4341,0,0,0,0,0,0,0
2,3,8,3,4,1,9,6,15,6,0.378258,0.0797614,0.192608,0.581957,0.893803,0.247632,0.958501,0.29375,0.0684498,0.0331908,0,0,0,175.125,47.4999,139.45,24.1704,127.26,22.6749,0,0,0,0,0,0,0
14,1,15,0,11,7,5,6,13,0,0.106204,0.0245655,0.143239,0.499098,0.804755,0.00147662,0.495506,0.0728907,0.516825,0,0,0,0,87.9018,65.8653,127.095,15.4061,113.784,4.10689,0,0,0,0,0,0,0
2,2,6,0,12,3,15,6,8,3,0.30001,0.497876,0.433255,0.355306,0.697582,0.988203,0.516353,0.512855,0.350767,0,0,0,0,113.699,27.515,127.313,14.5086,129.123,11.1921,0,0,0,0,0,0,0
7,3,10,6,15,0,10,0,10,3,0.179339,0.362334,0.260715,0.381737,0.11669,0.650517,0.638206,0.00365725,0.448774,0,0,0,0,127.826,35.5944,136.006,6.38116,122.813,8.96998,0,0.714332,0,0,0,0,0
5,0,1,6,4,3,1,0,5,4,0.184743,0.213199,0.294711,0.766903,0.221271,0.60572,0.850725,0.239553,0.313429,0,0,0,0,88.0301,12.0856,121.269,2.84553,124.993,8.87375,0,0,0,0,0,0,0
6,0,14,7,2,4,5,1,2,3,0.0933947,0.067773,0.763044,0.995307,0.332087,0.843158,0.274957,0.164982,0.05119,0,0,0,0,97.8084,59.8477,139.079,11.4055,132.992,15.432,0.742307,0,0,0,0,0,1
